"people_id","person_hash","state_id","party","legislator_name","first_name","middle_name","last_name","suffix","nickname","ftm_eid","votesmart_id","opensecrets_id","knowwho_pid","ballotpedia","bioguide_id","bio","district_number","chamber","session_id","termination_date","member_id","leg_party_loyalty","leg_party_independence","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","leg_n_votes_missing","setting_party_loyalty","rank_independent_all","rank_independent_R","rank_independent_D","rank_partisan_leg_R","rank_partisan_leg_D"
24809,"qmj19hsf",9,"R","Susan Plasencia","Susan","","Plasencia","","",55866602,209422,"",815745,"http://ballotpedia.org/Susan_Plasencia","","850-717-5037",37,"House",2220,NA,4872,0.967741935483871,0.0051063829787234,341,330,1500,11,497,12,0,0,"partisan_cross",163,55,NA,172,NA
24810,"p0g9jx7g",9,"R","Paula Stark","Paula","A.","Stark","","",55866645,209509,"",816018,"http://ballotpedia.org/Paula_Stark","","850-717-5047",47,"House",2220,NA,4878,0.941588785046729,0.000785237534354142,428,403,1851,25,265,2,1,0,"partisan_cross",319,192,NA,205,NA
24962,"6ukstlge",9,"R","Ryan Chamberlin","Ryan","","Chamberlin","","",58374500,0,"",0,"http://ballotpedia.org/Ryan_Chamberlin","","850-717-5024",24,"House",2220,NA,4901,0.993730407523511,0.00316789862724393,319,317,1479,2,90,6,0,0,"partisan_cross",219,95,NA,58,NA
24994,"qyyu5xax",9,"R","Mike Redondo","Mike","","Redondo","","",59433494,212780,"",0,"http://ballotpedia.org/Mike_Redondo","","850-717-5118",118,"House",2220,NA,4902,1,0.000591366055588409,285,285,1381,0,24,1,0,0,"partisan_cross",330,203,NA,6,NA
25070,"5993lgcj",9,"D","Tom Keen","Tom","","Keen","","",44245221,209416,"",0,"http://ballotpedia.org/Tom_Keen","",NA,35,"House",2059,NA,NA,0.922222222222222,0.00383877159309021,90,83,423,7,4,2,2,0,"partisan_cross",205,NA,121,NA,52
25364,"589h18x4",9,"R","Jon Albert","Jon","","Albert","","",60003276,217906,"",0,"http://ballotpedia.org/Jon_Albert","","850-717-5048",48,"House",2220,NA,4917,1,0,222,222,986,0,13,0,0,0,"partisan_cross",350,223,NA,9,NA
25365,"todjxzey",9,"D","Jose Alvarez","Jose","A.","Alvarez","","",55951097,217901,"",0,"http://ballotpedia.org/Jose_A._Alvarez","","850-717-5046",46,"House",2220,NA,4916,0.526315789473684,0.00815956482320943,190,100,843,90,58,9,3,0,"partisan_cross",114,NA,85,NA,126
25366,"1vm12ewc",9,"D","Wallace Aristide","Wallace","","Aristide","","",60003418,217975,"",0,"http://ballotpedia.org/Wallace_Aristide","","850-717-5107",107,"House",2220,NA,4928,0.899497487437186,0.0129533678756477,199,179,892,20,49,15,3,0,"partisan_cross",75,NA,63,NA,67
25367,"trdbpya8",9,"R","Yvette Benarroch","Yvette","","Benarroch","","",55522836,217944,"",0,"http://ballotpedia.org/Yvette_Benarroch","","850-717-5081",81,"House",2220,NA,4923,0.979381443298969,0.000861326442721792,194,190,857,4,109,1,0,0,"partisan_cross",312,185,NA,122,NA
25368,"4m5frqn4",9,"R","Omar Blanco","Omar","","Blanco","","",60003440,191307,"",0,"http://ballotpedia.org/Omar_Blanco","","850-717-5115",115,"House",2220,NA,4929,0.963917525773196,0.000818330605564648,194,187,972,7,55,1,0,0,"partisan_cross",317,190,NA,179,NA
25369,"98nrb49v",9,"R","Erika Booth","Erika","","Booth","","",60003242,212769,"",0,"http://ballotpedia.org/Erika_Booth","","850-717-5035",35,"House",2220,NA,4914,0.974358974358974,0.0017636684303351,195,190,894,5,43,2,0,0,"partisan_cross",278,151,NA,145,NA
25370,"whiav4j6",9,"R","Nan Cobb","Nan","","Cobb","","",60003211,217878,"",0,"http://ballotpedia.org/Nan_Cobb","","850-717-5026",26,"House",2220,NA,4910,0.995305164319249,0,213,212,1081,1,45,0,0,0,"partisan_cross",351,224,NA,43,NA
25371,"9h1zwj8k",9,"R","William Conerly","William","","Conerly","","Bill",15552014,217921,"",0,"http://ballotpedia.org/Bill_Conerly","","850-717-5072",72,"House",2220,NA,4920,1,0,195,195,907,0,11,0,0,0,"partisan_cross",352,225,NA,14,NA
25372,"q0vezim1",9,"R","Richard Gentry","Richard","","Gentry","","",60003217,217882,"",0,"http://ballotpedia.org/Richard_Gentry","","850-717-5027",27,"House",2220,NA,4911,0.982832618025751,0.00149365197908887,233,229,1074,4,30,2,0,0,"partisan_cross",286,159,NA,113,NA
25373,"orjt5kaa",9,"R","Anne Gerwig","Anne","","Gerwig","","",60003389,142658,"",0,"http://ballotpedia.org/Anne_Gerwig","","850-717-5093",93,"House",2220,NA,4925,0.963917525773196,0.00502092050209205,194,187,976,7,18,6,1,0,"partisan_cross",167,57,NA,180,NA
25374,"92gmmh14",9,"R","Sam Greco","Sam","","Greco","","",60003195,217859,"",0,"http://ballotpedia.org/Sam_Greco","","850-717-5019",19,"House",2220,NA,4906,1,0.00160513643659711,206,206,1002,0,36,2,0,0,"partisan_cross",282,155,NA,13,NA
25375,"fgvnskqr",9,"R","J.J. Grow","J.J.","","Grow","","",60003205,217872,"",0,"http://ballotpedia.org/J.J._Grow","","850-717-5023",23,"House",2220,NA,4909,0.983957219251337,0.00087260034904014,187,184,921,3,37,1,0,0,"partisan_cross",311,184,NA,108,NA
25376,"85vz5wux",9,"R","Chad Johnson","Chad","","Johnson","","",60003203,116376,"",0,"http://ballotpedia.org/Chad_Johnson_(Florida)","","850-717-5022",22,"House",2220,NA,4908,0.977777777777778,0.00254452926208651,180,176,917,4,79,3,0,0,"partisan_cross",248,123,NA,132,NA
25377,"sptd0tns",9,"R","Kim Kendall","Kim","","Kendall","","",52467598,138136,"",0,"http://ballotpedia.org/Kim_Kendall","","850-717-5018",18,"House",2220,NA,4905,0.985221674876847,0.00327600327600328,203,200,969,3,45,4,0,0,"partisan_cross",215,91,NA,102,NA
25378,"69jhivhz",9,"R","Jennifer Kincart Jonsson","Jennifer","","Kincart Jonsson","","",60003283,217912,"",0,"http://ballotpedia.org/Jennifer_Kincart_Jonsson","","850-717-5049",49,"House",2220,NA,4918,1,0.00275988960441582,174,174,897,0,13,3,0,0,"partisan_cross",234,109,NA,16,NA
25379,"363fpbb9",9,"R","Monique Miller","Monique","","Miller","","",48889110,153863,"",0,"http://ballotpedia.org/Monique_Miller","","850-717-5033",33,"House",2220,NA,4913,1,0.000968054211035818,170,170,832,0,30,1,0,0,"partisan_cross",302,175,NA,17,NA
25380,"erfj23tf",9,"R","Danny Nix","Danny","","Nix","Jr.","",59841133,217933,"",0,"http://ballotpedia.org/Danny_Nix","","850-717-5075",75,"House",2220,NA,NA,0.982456140350877,0.00413564929693962,228,224,960,4,16,5,0,0,"partisan_cross",195,78,NA,117,NA
25381,"o0c4j2lt",9,"R","Vanessa Oliver","Vanessa","","Oliver","","",60003351,217937,"",0,"http://ballotpedia.org/Vanessa_Oliver","","850-717-5076",76,"House",2220,NA,4922,1,0.000827129859387924,209,209,967,0,32,1,0,0,"partisan_cross",316,189,NA,12,NA
25382,"6s4nbwa9",9,"R","Michael Owen","Michael","","Owen","","",60003334,158281,"",0,"http://ballotpedia.org/Michael_Owen_(Florida)","","850-717-5070",70,"House",2220,NA,4919,0.994897959183674,0.000801924619085806,196,195,1026,1,24,1,0,0,"partisan_cross",318,191,NA,50,NA
25383,"6y03sdmz",9,"R","Bill Partington","Bill","","Partington","","",60003222,74583,"",0,"http://ballotpedia.org/Bill_Partington","","850-717-5028",28,"House",2220,NA,4912,1,0,181,181,916,0,9,0,0,0,"partisan_cross",353,226,NA,15,NA
25384,"4kcrbubd",9,"D","Mitch Rosenwald","Mitch","","Rosenwald","","",42603889,217969,"",0,"http://ballotpedia.org/Mitch_Rosenwald","","850-717-5098",98,"House",2220,NA,4927,0.792134831460674,0.00767263427109974,178,141,890,37,94,9,2,0,"partisan_cross",119,NA,89,NA,106
25385,"acg61uvz",9,"R","Judson Sapp","Judson","","Sapp","","",60003197,182254,"",0,"http://ballotpedia.org/Judson_Sapp","","850-717-5020",20,"House",2220,NA,4907,1,0.000856898029134533,220,220,910,0,36,1,0,0,"partisan_cross",313,186,NA,11,NA
25386,"ja2ug2hy",9,"D","Leonard Spencer","Leonard","","Spencer","","",60003262,217900,"",0,"http://ballotpedia.org/Leonard_Spencer","","850-717-5045",45,"House",2220,NA,4915,0.857142857142857,0.00395256916996047,175,150,943,25,134,5,8,0,"partisan_cross",201,NA,120,NA,90
25387,"e0l4ayk4",9,"D","Debra Tendrich","Debra","","Tendrich","","",58157330,217952,"",0,"http://ballotpedia.org/Debra_Tendrich","","850-717-5089",89,"House",2220,NA,4924,0.783132530120482,0.00413223140495868,166,130,919,36,117,5,3,0,"partisan_cross",196,NA,118,NA,111
25388,"yxw5cpae",9,"R","Meg Weinberger","Meg","","Weinberger","","",60003394,217966,"",0,"http://ballotpedia.org/Meg_Weinberger","","850-717-5094",94,"House",2220,NA,4926,1,0,244,244,1065,0,51,0,0,0,"partisan_cross",349,222,NA,8,NA
26477,"ksb13pz2",9,"R","Nathan Boyles","Nathan","","Boyles","","",0,81390,"",922698,"http://ballotpedia.org/Nathan_Boyles","","850-717-5003",3,"House",2220,NA,5063,1,0,114,114,538,0,5,0,0,0,"partisan_cross",354,227,NA,18,NA
26478,"wjgchaz6",9,"R","Brian Hodgers","Brian","","Hodgers","","",0,172907,"",571770,"http://ballotpedia.org/Brian_Hodgers","","850-717-5032",32,"House",2220,NA,5064,0.972972972972973,0.00628930817610063,111,108,519,3,2,4,0,0,"partisan_cross",145,43,NA,153,NA
26505,"prawc044",9,"D","RaShon Young","RaShon","","Young","","",0,223242,"",0,"http://ballotpedia.org/RaShon_Young","","850-717-5040",40,"House",2220,NA,NA,0.903225806451613,0.00483870967741936,93,84,464,9,59,3,1,0,"partisan_cross",172,NA,111,NA,65
26542,"mybk70b8",9,"D","Rob Long","Rob","","Long","","",0,227568,"",0,"http://ballotpedia.org/Rob_Long","","850-717-5090",90,"House",2220,NA,NA,0.850574712643678,0.0056710775047259,87,74,410,13,28,3,1,0,"partisan_cross",152,NA,105,NA,93
26651,"e6vy1xs9",9,"R","Hilary Holley","Hilary","","Holley","","",0,230661,"",0,"http://ballotpedia.org/Hilary_Holley","","850-717-5051",51,"House",2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"partisan_cross",363,235,NA,235,NA
